Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Intensity	Intensity L	Intensity H	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P32795	P32795	3	3	3	Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1	YME1	sp|P32795|YME1_YEAST Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YME1 PE=1 SV=1	1	3	3	3	7.2	7.2	7.2	81.771	747	747	0	4.937	0.75677	1.1535	10.146	3	0	Median	59649000	38338000	21310000				730	1581;5130;8212	True;True;True	1598;5177;8279	5028;5029;15329;24329	9309;9310;28023;43895;43896	9310;28023;43896			-1
P32802	P32802	5	5	5	Transmembrane 9 superfamily member 1;Protein p24a	EMP70	sp|P32802|TMN1_YEAST Transmembrane 9 superfamily member 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMP70 PE=1 SV=2	1	5	5	5	12.1	12.1	12.1	75.962	667	667	0	9.8068	0.83574	1.2433	22.78	10	0	Leave out requantified	836230000	447520000	388710000				731	3310;9828;10806;13451;15282	True;True;True;True;True	3340;9925;10914;13584;15431	10270;10271;10272;29339;29340;29341;29342;32171;32172;40062;46008;46009	18799;18800;18801;18802;52758;52759;52760;52761;52762;52763;57732;57733;71684;82578;82579	18800;52758;57733;71684;82578			-1
P32803	P32803	3	3	3	Endosomal protein P24B	EMP24	sp|P32803|EMP24_YEAST Endosomal protein P24B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMP24 PE=1 SV=1	1	3	3	3	21.2	21.2	21.2	23.332	203	203	0	10.829	0.68032	1.0448	5.6986	5	0	Leave out requantified	505330000	272300000	233030000				732	1930;2948;4068	True;True;True	1952;2977;4100	6101;6102;6103;9181;9182;9183;9184;12224	11223;11224;11225;11226;11227;11228;11229;16749;16750;16751;16752;16753;16754;16755;16756;16757;22381	11225;16749;22381			-1
P32804	P32804	1	1	1	Zinc-regulated transporter 1	ZRT1	sp|P32804|ZRT1_YEAST Zinc-regulated transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ZRT1 PE=1 SV=1	1	1	1	1	6.1	6.1	6.1	41.581	376	376	0	18.972	1.6948	2.6023	18.609	2	0	Median	9935400	4435800	5499600				733	10397	True	10503	31025;31026	55716;55717;55718	55716			-1
P32829	P32829	1	1	1	Double-strand break repair protein MRE11	MRE11	sp|P32829|MRE11_YEAST Double-strand break repair protein MRE11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRE11 PE=1 SV=2	1	1	1	1	2.5	2.5	2.5	77.65	692	692	0	2.3905	NaN	NaN	NaN	1	0	Median	21791000	14882000	6908700				734	6250	True	6303	18592	33938	33938			-1
P32832	P32832	4	4	4	Chromatin structure-remodeling complex subunit RSC7	NPL6	sp|P32832|RSC7_YEAST Chromatin structure-remodeling complex subunit RSC7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NPL6 PE=1 SV=1	1	4	4	4	15.9	15.9	15.9	49.65	435	435	0	33.345	0.92424	1.4666	4.6531	2	0	Median	109150000	66018000	43134000				735	539;1476;5072;13314	True;True;True;True	549;1493;5117;13446	1892;4696;15175;39403;39404	3528;8719;27744;70567;70568;70569	3528;8719;27744;70567			-1
P32835;P32836	P32835;P32836	12;11	12;11	12;11	GTP-binding nuclear protein GSP1/CNR1;GTP-binding nuclear protein GSP2/CNR2	GSP1;GSP2	sp|P32835|GSP1_YEAST GTP-binding nuclear protein GSP1/CNR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GSP1 PE=1 SV=1;sp|P32836|GSP2_YEAST GTP-binding nuclear protein GSP2/CNR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S28	2	12	12	12	43.4	43.4	43.4	24.81	219	219;220	0	47.554	0.69939	1.0541	6.5121	34	0	Leave out requantified	23611000000	12952000000	10659000000				736	3168;4965;4966;6845;9049;10141;10497;11233;11524;12456;14251;14252	True;True;True;True;True;True;True;True;True;True;True;True	3197;5007;5008;6901;9126;10241;10603;11346;11637;12584;14395;14396	9900;9901;9902;9903;9904;9905;14906;14907;14908;14909;14910;14911;20415;20416;27027;27028;30156;30157;30158;30159;31294;31295;33268;34043;34044;34045;36847;36848;36849;36850;36851;36852;36853;42811;42812;42813;42814;42815;42816	18086;18087;18088;18089;18090;18091;18092;18093;18094;27323;27324;27325;27326;27327;27328;27329;37059;37060;37061;37062;48634;48635;48636;48637;48638;48639;48640;48641;54180;54181;54182;54183;54184;54185;54186;54187;54188;54189;56222;56223;56224;56225;59668;60920;60921;60922;60923;60924;66017;66018;66019;66020;66021;66022;66023;66024;66025;66026;66027;66028;66029;66030;66031;66032;66033;66034;66035;76590;76591;76592;76593;76594;76595;76596;76597;76598;76599;76600;76601;76602;76603;76604;76605;76606	18090;27323;27329;37061;48636;54187;56224;59668;60924;66032;76593;76606			-1;-1
P32842	P32842	1	1	1	V-type proton ATPase subunit c	VMA11	sp|P32842|VATL2_YEAST V-type proton ATPase subunit c OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA11 PE=1 SV=1	1	1	1	1	11	11	11	17.037	164	164	0	2.6636	0.70592	1.092	1.1536	2	0	Median	126350000	70796000	55549000				737	11853	True	11969	35040;35041;35042	62725;62726;62727;62728;62729	62728			-1
P32843	P32843	1	1	1	Mitochondrial escape protein 2	YME2	sp|P32843|YME2_YEAST Mitochondrial escape protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YME2 PE=1 SV=1	1	1	1	1	2.1	2.1	2.1	96.687	850	850	0	31.738	NaN	NaN	NaN	1	0	Median	62741000	47519000	15222000				738	1832	True	1852	5805;5806	10723;10724	10724			-1
P32855	P32855	1	1	1	Exocyst complex component SEC8	SEC8	sp|P32855|SEC8_YEAST Exocyst complex component SEC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC8 PE=1 SV=1	1	1	1	1	1.1	1.1	1.1	122.22	1065	1065	0	2.7443	1.318	2.1356	30.85	2	0	Median	43202000	23936000	19266000				739	12134	True	12255	35925;35926;35927;35928	64291;64292;64293;64294	64291			-1
P32857	P32857	3	3	3	Membrane protein PTM1	PTM1	sp|P32857|PTM1_YEAST Membrane protein PTM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PTM1 PE=1 SV=2	1	3	3	3	6.7	6.7	6.7	60.018	523	523	0.0042254	1.635	0.76854	1.1811	16.655	3	0	Median	178720000	70272000	108450000				740	5271;5272;12167	True;True;True	5319;5320;12290	15748;15749;15750;36016	28784;28785;28786;64448	28784;28786;64448			-1
P32860	P32860	3	3	3	NifU-like protein, mitochondrial	NFU1	sp|P32860|NFU1_YEAST NifU-like protein, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NFU1 PE=1 SV=2	1	3	3	3	22.7	22.7	22.7	29.174	256	256	0	11.016	0.80048	1.2343	18.638	8	0	Leave out requantified	377280000	205780000	171510000				741	6111;7418;9572	True;True;True	6163;7481;9665	18198;18199;18200;21945;28573;28574;28575;28576	33251;33252;33253;33254;39615;51406;51407;51408;51409;51410	33252;39615;51406			-1
P32861	P32861	17	17	17	UTP--glucose-1-phosphate uridylyltransferase	UGP1	sp|P32861|UGPA1_YEAST UTP--glucose-1-phosphate uridylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UGP1 PE=1 SV=1	1	17	17	17	37.3	37.3	37.3	55.987	499	499	0	71.997	0.63821	0.9701	21.28	32	0	Leave out requantified	4662700000	2743900000	1918800000				742	573;2298;3201;4055;4603;4802;5798;7791;8143;8144;8373;10785;11132;11133;12487;13967;15650	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	583;2322;3231;4087;4639;4842;5848;7856;8210;8211;8445;10892;11245;11246;12615;14107;15803	1968;1969;1970;7279;10009;10010;10011;12202;13691;14479;14480;14481;14482;17317;17318;23123;23124;24152;24153;24154;24953;24954;32097;32098;33016;33017;33018;33019;33020;33021;33022;36937;36938;36939;36940;41706;47133;47134	3644;3645;3646;13354;18329;18330;18331;18332;18333;18334;22351;25038;26589;26590;26591;26592;26593;26594;26595;31634;31635;31636;41671;41672;41673;41674;41675;43595;43596;43597;43598;43599;45022;45023;45024;45025;45026;57639;57640;59226;59227;59228;59229;59230;59231;59232;59233;66180;66181;66182;66183;66184;66185;66186;66187;66188;66189;66190;74555;84644;84645;84646;84647	3644;13354;18329;22351;25038;26594;31635;41673;43598;43599;45022;57640;59228;59231;66185;74555;84647			-1
P32864	P32864	2	2	2	Rab proteins geranylgeranyltransferase component A	MRS6	sp|P32864|RAEP_YEAST Rab proteins geranylgeranyltransferase component A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRS6 PE=1 SV=2	1	2	2	2	4.8	4.8	4.8	67.373	603	603	0	2.2724	0.5833	0.88766	22.182	3	0	Median	172410000	106350000	66060000				743	5090;11444	True;True	5137;11557	15227;15228;15229;33725	27829;27830;27831;60388	27831;60388			-1
P32867	P32867	5	3	3	Protein SSO1	SSO1	sp|P32867|SSO1_YEAST Protein SSO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSO1 PE=1 SV=2	1	5	3	3	29.3	23.1	23.1	33.106	290	290	0	73.821	0.74603	1.2139	23.607	10	0	Leave out requantified	215510000	103690000	111820000				744	1544;5011;6329;11142;13052	True;False;True;True;False	1561;5054;6382;11255;13182	4918;4919;4920;4921;4922;15016;18857;18858;18859;18860;33043;33044;33045;38603;38604	9095;9096;9097;9098;9099;9100;9101;9102;27500;34408;34409;34410;34411;34412;59264;59265;59266;59267;59268;59269;59270;59271;59272;59273;59274;69105;69106;69107;69108	9102;27500;34408;59267;69108			-1
P32873	P32873	1	1	1	GTPase-activating protein BEM3	BEM3	sp|P32873|BEM3_YEAST GTPase-activating protein BEM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BEM3 PE=1 SV=3	1	1	1	1	1.7	1.7	1.7	124.91	1128	1128	0	10.511	2.3346	3.602	17.409	2	0	Median	18924000	5344300	13579000				745	9652	True	9747	28781;28782	51813;51814	51813			-1
P32875	P32875	1	1	1	Lipoyl synthase, mitochondrial	LIP5	sp|P32875|LIPA_YEAST Lipoyl synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LIP5 PE=1 SV=1	1	1	1	1	2.9	2.9	2.9	46.247	414	414	0.0050832	1.4978	NaN	NaN	NaN	1	0	Median	42276000	24980000	17296000				746	2564	True	2588	8011	14571	14571			-1
P32891	P32891	7	7	7	D-lactate dehydrogenase [cytochrome] 1, mitochondrial	DLD1	sp|P32891|DLD1_YEAST D-lactate dehydrogenase [cytochrome] 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DLD1 PE=1 SV=2	1	7	7	7	19.1	19.1	19.1	65.292	587	587	0	61.959	0.52195	0.81307	7.3711	13	0	Leave out requantified	1508900000	917050000	591840000				747	728;3032;5215;5583;6774;11104;13775	True;True;True;True;True;True;True	738;3061;5263;5632;6830;11215;13912	2420;2421;2422;2423;2424;9393;9394;9395;9396;15594;16675;16676;20247;32932;32933;41125;41126;41127	4484;4485;4486;4487;4488;4489;4490;17164;17165;17166;17167;17168;17169;17170;28509;30524;30525;36800;59087;59088;59089;73587;73588;73589;73590;73591;73592	4489;17166;28509;30524;36800;59088;73590			-1
P32892	P32892	11	11	11	ATP-dependent RNA helicase DRS1	DRS1	sp|P32892|DRS1_YEAST ATP-dependent RNA helicase DRS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DRS1 PE=1 SV=2	1	11	11	11	21	21	21	84.842	752	752	0	18.503	0.5993	0.9116	15.239	10	0	Leave out requantified	817660000	555070000	262590000				748	1579;2513;4202;8936;9006;9198;10074;10943;11408;12992;14640	True;True;True;True;True;True;True;True;True;True;True	1596;2537;4234;9013;9083;9276;10174;11054;11521;13122;14788	5025;5026;7885;12557;12558;26623;26624;26910;27452;29976;29977;32523;33639;33640;38412;44106;44107	9305;9306;14360;22969;22970;22971;22972;47903;47904;48424;49368;53856;53857;58371;58372;60259;60260;68752;68753;68754;79038;79039	9306;14360;22969;47903;48424;49368;53856;58372;60260;68754;79038			-1
P32895	P32895	8	8	8	Ribose-phosphate pyrophosphokinase 1	PRS1	sp|P32895|KPR1_YEAST Ribose-phosphate pyrophosphokinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRS1 PE=1 SV=1	1	8	8	8	27.2	27.2	27.2	47.047	427	427	0	56.502	0.77782	1.1813	19.321	18	0	Leave out requantified	2326700000	1275800000	1050800000				749	2767;5406;5916;6813;7733;9105;11498;15149	True;True;True;True;True;True;True;True	2793;5454;5967;6869;7797;9182;11611;15298	8662;8663;16138;16139;16140;16141;17620;17621;17622;17623;20327;20328;20329;20330;22896;22897;27200;27201;27202;33870;33871;33872;33873;33874;33875;45540;45541	15804;15805;15806;15807;29474;29475;29476;29477;29478;29479;29480;29481;29482;32182;32183;32184;32185;36919;36920;36921;36922;36923;36924;36925;36926;41292;41293;48933;48934;48935;60613;60614;60615;60616;60617;60618;60619;60620;60621;60622;60623;60624;60625;60626;60627;60628;60629;60630;60631;60632;60633;60634;81750;81751;81752	15806;29482;32183;36924;41292;48933;60631;81752			-1
P32897	P32897	4	4	4	Mitochondrial import inner membrane translocase subunit TIM23	TIM23	sp|P32897|TIM23_YEAST Mitochondrial import inner membrane translocase subunit TIM23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIM23 PE=1 SV=1	1	4	4	4	28.4	28.4	28.4	23.243	222	222	0	10.756	1.0358	1.6213	90.067	2	0	Median	374830000	227780000	147050000				750	8602;11036;12937;13807	True;True;True;True	8675;11147;13067;13944	25673;25674;32755;32756;38269;38270;41196	46266;46267;46268;58797;58798;58799;68520;68521;73701	46268;58797;68520;73701			-1
P32898	P32898	2	2	2	Mitochondrial presequence protease	CYM1	sp|P32898|CYM1_YEAST Mitochondrial presequence protease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYM1 PE=1 SV=2	1	2	2	2	4.3	4.3	4.3	112.18	989	989	0	10.844	0.57251	0.90092	28.154	2	0	Median	8649900	5285500	3364400				751	2481;12166	True;True	2505;12289	7766;36014;36015	14197;64442;64443;64444;64445;64446;64447	14197;64447			-1
P32900	P32900	1	1	1	Protein SKG6	SKG6	sp|P32900|SKG6_YEAST Protein SKG6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKG6 PE=1 SV=2	1	1	1	1	1.8	1.8	1.8	81.848	734	734	0.0054496	1.3335	NaN	NaN	NaN	1	0	Median	21445000	13312000	8133100				752	11921	True	12038	35202	62984	62984			-1
P32901	P32901	4	4	4	Peptide transporter PTR2	PTR2	sp|P32901|PTR2_YEAST Peptide transporter PTR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PTR2 PE=1 SV=2	1	4	4	4	9	9	9	68.043	601	601	0	28.546	0.85546	1.2914	1.7101	6	0	Leave out requantified	551120000	322640000	228480000				753	842;3998;8378;9417	True;True;True;True	853;4030;8450;9506	2732;2733;12075;24964;24965;24966;28139;28140;28141;28142	5015;5016;22112;22113;45044;45045;45046;45047;50620;50621;50622;50623;50624;50625;50626;50627;50628	5015;22112;45045;50625			-1
P46654;P32905	P46654;P32905	11;11	11;11	11;11	40S ribosomal protein S0-B;40S ribosomal protein S0-A	RPS0B;RPS0A	sp|P46654|RSSA2_YEAST 40S ribosomal protein S0-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS0B PE=1 SV=2;sp|P32905|RSSA1_YEAST 40S ribosomal protein S0-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RP	2	11	11	11	61.5	61.5	61.5	27.962	252	252;252	0	89.814	0.54595	0.786	20.156	55	0	Leave out requantified	73688000000	44732000000	28956000000				754	2111;3061;3700;5530;8662;9035;9526;10507;10508;12306;13841	True;True;True;True;True;True;True;True;True;True;True	2134;3090;3731;5579;8737;9112;9618;10613;10614;12430;13979	6711;6712;9465;9466;9467;9468;9469;9470;9471;11252;11253;16518;16519;16520;16521;25822;25823;26969;26970;26971;26972;26973;28449;28450;31319;31320;31321;31322;31323;31324;31325;31326;31327;31328;31329;36365;36366;36367;36368;36369;36370;36371;36372;36373;36374;36375;36376;36377;36378;36379;36380;36381;36382;36383;36384;36385;36386;36387;36388;36389;36390;36391;36392;36393;36394;36395;36396;36397;36398;41320;41321;41322;41323	12387;12388;12389;12390;17297;17298;17299;17300;17301;17302;17303;17304;17305;17306;17307;17308;17309;20549;20550;20551;20552;20553;20554;20555;20556;30232;30233;30234;30235;30236;30237;30238;30239;30240;30241;30242;30243;30244;30245;30246;30247;30248;30249;30250;30251;30252;30253;30254;30255;30256;30257;30258;30259;46508;46509;48526;48527;48528;48529;48530;48531;48532;48533;48534;48535;48536;48537;48538;51194;51195;56266;56267;56268;56269;56270;56271;56272;56273;56274;56275;56276;56277;56278;56279;56280;56281;56282;56283;56284;56285;56286;56287;56288;56289;56290;56291;56292;56293;56294;56295;56296;56297;56298;65086;65087;65088;65089;65090;65091;65092;65093;65094;65095;65096;65097;65098;65099;65100;65101;65102;65103;65104;65105;65106;65107;65108;65109;65110;65111;65112;65113;65114;65115;65116;65117;65118;65119;65120;65121;65122;65123;65124;65125;65126;65127;65128;65129;65130;65131;65132;65133;65134;65135;65136;65137;65138;65139;65140;65141;65142;65143;65144;65145;65146;65147;65148;73905;73906;73907;73908;73909;73910;73911;73912;73913;73914;73915;73916;73917;73918;73919;73920;73921	12389;17303;20556;30235;46508;48533;51194;56271;56297;65138;73915			-1;-1
P32909	P32909	1	1	1	Protein SMY2	SMY2	sp|P32909|SMY2_YEAST Protein SMY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMY2 PE=1 SV=2	1	1	1	1	3.2	3.2	3.2	81.396	740	740	0	3.023	NaN	NaN	NaN	0	0	Median	0	0	0				755	8456	True	8528	25163	45423	45423			-1
P32910	P32910	2	2	2	DNA-directed RNA polymerase III subunit RPC6	RPC34	sp|P32910|RPC6_YEAST DNA-directed RNA polymerase III subunit RPC6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPC34 PE=1 SV=1	1	2	2	2	7.9	7.9	7.9	36.135	317	317	0	2.5918	NaN	NaN	NaN	0	0	Median	40620000	0	40620000				756	641;13743	True;True	651;13879	2138;41050	3971;73438	3971;73438			-1
P32911	P32911	6	6	6	Eukaryotic translation initiation factor eIF-1	SUI1	sp|P32911|SUI1_YEAST Eukaryotic translation initiation factor eIF-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUI1 PE=1 SV=1	1	6	6	6	72.2	72.2	72.2	12.312	108	108	0	65.759	0.64727	1.0092	16.869	16	0	Leave out requantified	3898500000	2158200000	1740300000				757	1501;7151;11763;13676;14249;14250	True;True;True;True;True;True	1518;7210;11879;13812;14393;14394	4754;4755;21223;21224;21225;34717;34718;34719;34720;34721;34722;34723;34724;34725;40835;40836;40837;42804;42805;42806;42807;42808;42809;42810	8802;8803;8804;8805;38371;38372;38373;38374;38375;62161;62162;62163;62164;62165;62166;62167;62168;62169;62170;62171;62172;62173;62174;62175;73088;73089;73090;73091;73092;76577;76578;76579;76580;76581;76582;76583;76584;76585;76586;76587;76588;76589	8803;38373;62165;73089;76578;76587			-1
P32913	P32913	3	3	3	Vacuolar protein sorting-associated protein 17	VPS17	sp|P32913|VPS17_YEAST Vacuolar protein sorting-associated protein 17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS17 PE=1 SV=2	1	3	3	3	6.2	6.2	6.2	63.203	551	551	0	30.334	0.51059	0.79999	32.798	9	0	Leave out requantified	35249000	21695000	13554000				758	4764;12155;13910	True;True;True	4803;12277;14049	14376;14377;35986;35987;35988;35989;35990;41508;41509;41510	26409;26410;26411;26412;64393;64394;64395;64396;64397;64398;64399;64400;74254;74255;74256;74257	26409;64397;74255			-1
P32914	P32914	3	3	3	Transcription elongation factor SPT4	SPT4	sp|P32914|SPT4_YEAST Transcription elongation factor SPT4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPT4 PE=1 SV=1	1	3	3	3	34.3	34.3	34.3	11.158	102	102	0	23.116	0.62637	0.98429	26.598	5	0	Leave out requantified	423300000	230150000	193150000				759	106;8497;14284	True;True;True	107;8570;14428	461;462;25261;42911;42912;42913;42914	813;814;815;45590;76794;76795;76796;76797;76798;76799;76800;76801;76802;76803	814;45590;76803			-1
P32915	P32915	5	5	5	Protein transport protein SEC61	SEC61	sp|P32915|SC61A_YEAST Protein transport protein SEC61 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC61 PE=1 SV=1	1	5	5	5	10.4	10.4	10.4	52.936	480	480	0	14.221	0.56997	0.92964	7.2001	8	0	Leave out requantified	1243700000	757950000	485750000				760	225;794;10168;14708;14709	True;True;True;True;True	229;804;10268;14856;14857	896;897;2603;30238;30239;44277;44278;44279;44280;44281;44282;44283	1565;1566;1567;1568;1569;4807;54326;54327;79337;79338;79339;79340;79341;79342;79343;79344;79345;79346;79347;79348;79349;79350;79351;79352;79353	1568;4807;54326;79344;79352			-1
P32916	P32916	3	3	3	Signal recognition particle receptor subunit alpha homolog	SRP101	sp|P32916|SRPR_YEAST Signal recognition particle receptor subunit alpha homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP101 PE=1 SV=2	1	3	3	3	6.1	6.1	6.1	69.277	621	621	0	7.1399	NaN	NaN	NaN	1	0	Median	63545000	27583000	35962000				761	786;11757;13065	True;True;True	796;11873;13195	2589;34702;38627	4786;4787;62131;69150	4786;62131;69150			-1
P32939	P32939	5	5	5	GTP-binding protein YPT7	YPT7	sp|P32939|YPT7_YEAST Ypt/Rab-type GTPase YPT7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPT7 PE=1 SV=1	1	5	5	5	30.3	30.3	30.3	23.042	208	208	0	9.5869	0.84937	1.2719	6.4132	5	0	Leave out requantified	860410000	376130000	484280000				762	9641;12238;14222;14597;16112	True;True;True;True;True	9736;12362;14366;14743;16267	28754;36217;36218;42720;42721;42722;42723;42724;43894;43895;43896;48431;48432	51757;64812;64813;64814;64815;64816;64817;64818;64819;76438;76439;76440;76441;76442;78611;78612;78613;87026;87027	51757;64814;76438;78612;87027			-1
