Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Intensity	Intensity L	Intensity H	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P26637	P26637	45	45	45	Leucine--tRNA ligase, cytoplasmic	CDC60	sp|P26637|SYLC_YEAST Leucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC60 PE=1 SV=1	1	45	45	45	55.3	55.3	55.3	124.14	1090	1090	0	323.31	0.77478	1.0595	27.178	99	0	Leave out requantified	24795000000	13838000000	10957000000				540	641;798;822;1018;1500;1600;1908;2078;2439;2764;4282;4348;4847;4851;4920;5013;5208;5252;5253;5254;5508;6125;6588;6721;7058;7323;7331;9236;9367;9994;10204;10743;10987;11316;11539;11540;12118;12226;12707;12730;13545;15128;15383;15384;15456	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	651;809;833;1031;1515;1616;1929;2099;2463;2793;4317;4384;4893;4897;4967;5060;5256;5300;5301;5302;5557;6179;6645;6779;7119;7384;7392;9331;9463;10101;10312;10857;11102;11435;11660;11661;12248;12356;12845;12869;13695;15293;15549;15550;15622	2226;2227;2228;2229;2698;2699;2775;2776;2777;3382;4971;5287;5288;6257;6258;6259;6260;6261;6262;6727;6728;7765;7766;7767;7768;8750;8751;13066;13067;13314;13315;13316;13317;14820;14821;14834;14835;14836;14837;15052;15288;15289;15290;15291;15925;15926;15927;16054;16055;16056;16057;16058;16059;16060;16061;16062;16807;16808;18676;18677;18678;18679;18680;18681;18682;20011;20012;20013;20014;20389;20390;21302;21303;21304;21305;21988;21989;21990;21991;21992;22014;22015;22016;22017;28069;28070;28071;28451;28452;28453;28454;28455;28456;30266;30267;30268;30828;30829;30830;30831;30832;32216;32217;32218;32219;32776;32777;33786;33787;34587;34588;34589;34590;34591;36393;36394;36719;36720;36721;38276;38277;38278;38279;38280;38281;38282;38283;38284;38285;38369;38370;38371;38372;38373;41297;41298;41299;46217;46218;46219;46939;46940;46941;46942;46943;46944;47161;47162;47163;47164;47165;47166	4198;4199;4200;4201;4202;4203;4204;4205;4206;4207;4208;4209;4210;4211;5047;5048;5049;5050;5051;5052;5053;5176;5177;5178;5179;5180;5181;6304;6305;9197;9822;9823;9824;9825;11557;11558;11559;11560;11561;11562;11563;11564;11565;11566;11567;11568;11569;11570;11571;12405;12406;12407;12408;12409;12410;14180;14181;14182;14183;15974;15975;15976;23916;23917;23918;23919;23920;23921;23922;23923;23924;23925;23926;23927;23928;23929;24428;24429;24430;24431;24432;27112;27113;27114;27115;27116;27117;27118;27119;27120;27154;27155;27156;27157;27539;27966;27967;27968;27969;27970;27971;29202;29203;29204;29205;29206;29207;29208;29209;29440;29441;29442;29443;29444;29445;29446;29447;29448;30774;30775;30776;30777;30778;30779;34147;34148;34149;34150;34151;34152;34153;34154;36503;36504;36505;36506;36507;36508;36509;36510;37129;37130;38656;38657;38658;38659;38660;38661;38662;38663;39942;39943;39944;39945;39946;39947;39948;39949;39950;39976;39977;39978;39979;50936;50937;50938;50939;50940;50941;50942;50943;50944;50945;50946;50947;51672;51673;51674;51675;51676;51677;51678;51679;51680;51681;51682;51683;54913;54914;54915;54916;54917;54918;55930;55931;55932;55933;55934;55935;55936;55937;58302;58303;58304;58305;58306;58307;59188;59189;59190;59191;61009;61010;61011;61012;61013;61014;61015;61016;62408;62409;62410;62411;62412;62413;62414;62415;62416;62417;65649;65650;65651;66250;66251;66252;69160;69161;69162;69163;69164;69165;69166;69167;69168;69169;69170;69171;69172;69173;69174;69175;69326;69327;69328;69329;69330;69331;69332;69333;74554;74555;74556;74557;74558;74559;74560;83929;83930;83931;85251;85252;85253;85254;85255;85256;85257;85258;85259;85260;85693;85694;85695;85696;85697;85698;85699;85700;85701;85702;85703;85704;85705	4204;5049;5178;6304;9197;9823;11564;12405;14182;15974;23921;24432;27113;27156;27539;27966;29205;29442;29443;29448;30778;34154;36507;37130;38659;39950;39976;50946;51676;54914;55935;58305;59188;61014;62408;62417;65649;66250;69171;69328;74560;83930;85251;85254;85694			-1
P26754	P26754	3	3	3	Replication factor A protein 2	RFA2	sp|P26754|RFA2_YEAST Replication factor A protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFA2 PE=1 SV=1	1	3	3	3	21.6	21.6	21.6	29.936	273	273	0	22.197	0.58837	0.85166	19.412	5	0	Leave out requantified	891000000	579830000	311180000				541	9289;9555;14325	True;True;True	9385;9653;14485	28241;28242;28243;28981;28982;28983;28984;28985;43672;43673	51288;51289;51290;51291;52575;52576;52577;52578;52579;52580;52581;52582;52583;52584;79215;79216	51288;52584;79216			-1
P26755	P26755	3	3	3	Replication factor A protein 3	RFA3	sp|P26755|RFA3_YEAST Replication factor A protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFA3 PE=1 SV=1	1	3	3	3	41	41	41	13.816	122	122	0	31.331	0.79918	1.2136	6.3101	3	0	Median	82219000	11449000	70770000				542	9454;9773;12026	True;True;True	9551;9875;12156	28704;28705;28706;29675;29676;29677;36125	52104;52105;52106;52107;53804;53805;53806;53807;53808;53809;53810;53811;53812;53813;53814;53815;65220	52104;53812;65220			-1
P26783	P26783	15	15	15	40S ribosomal protein S5	RPS5	sp|P26783|RS5_YEAST 40S ribosomal protein S5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS5 PE=1 SV=3	1	15	15	15	44.4	44.4	44.4	25.038	225	225	0	175.13	0.73375	0.99793	21.534	50	0	Leave out requantified	45749000000	24307000000	21441000000				543	923;1411;6243;6514;7320;8543;10230;10231;10502;10891;10892;10951;12809;14311;14847	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	935;1426;6298;6571;7381;8619;10338;10339;10613;11006;11007;11066;12950;14471;15011	3073;3074;4628;4629;4630;4631;4632;4633;4634;19097;19098;19824;19825;21980;21981;25879;25880;30906;30907;30908;30909;31602;31603;31604;31605;32563;32564;32565;32566;32567;32568;32698;32699;38846;38847;38848;38849;38850;38851;38852;38853;38854;38855;38856;38857;43616;43617;43618;43619;43620;43621;43622;43623;43624;43625;43626;43627;43628;43629;43630;45375;45376	5694;5695;5696;5697;8582;8583;8584;8585;8586;8587;8588;8589;8590;8591;8592;34910;34911;34912;34913;36192;36193;36194;39926;39927;39928;46959;46960;46961;46962;46963;46964;46965;46966;46967;46968;56082;56083;56084;56085;57304;57305;57306;57307;57308;57309;57310;58875;58876;58877;58878;58879;58880;58881;58882;58883;59076;59077;59078;70185;70186;70187;70188;70189;70190;70191;70192;70193;70194;70195;70196;70197;70198;70199;70200;70201;70202;70203;70204;70205;70206;70207;70208;70209;70210;70211;70212;70213;70214;79092;79093;79094;79095;79096;79097;79098;79099;79100;79101;79102;79103;79104;79105;79106;79107;79108;79109;79110;79111;79112;79113;79114;79115;79116;79117;79118;79119;79120;79121;79122;79123;79124;79125;79126;79127;79128;79129;79130;79131;79132;79133;79134;79135;82454;82455;82456;82457;82458;82459;82460;82461	5696;8589;34912;36194;39927;46966;56083;56084;57305;58875;58883;59077;70200;79122;82457			-1
P26784	P26784	15	9	9	60S ribosomal protein L16-A	RPL16A	sp|P26784|RL16A_YEAST 60S ribosomal protein L16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL16A PE=1 SV=3	1	15	9	9	49.2	32.2	32.2	22.201	199	199	0	100.25	0.93921	1.1578	26.828	20	0	Leave out requantified	21468000000	9795700000	11672000000				544	176;6840;6903;7735;7739;7740;8458;10801;10960;12315;13280;13631;13808;14510;14703	True;True;True;True;False;False;False;True;False;True;False;True;True;True;False	178;6899;6963;7804;7808;7809;8534;10915;11075;12446;13426;13785;13963;14670;14866	725;726;727;728;20694;20695;20696;20697;20861;20862;23322;23323;23342;23343;23344;25659;25660;32365;32366;32367;32716;32717;37023;37024;37025;37026;37027;37028;40289;40290;41547;41548;42111;42112;44174;44175;44840;44841	1277;1278;1279;1280;1281;1282;1283;1284;37621;37622;37623;37624;37625;37626;37627;37628;37629;37630;37900;37901;37902;37903;37904;42380;42381;42427;42428;42429;46555;46556;46557;46558;46559;46560;58556;58557;58558;58559;58560;58561;59101;59102;59103;59104;66882;66883;66884;66885;66886;66887;66888;72708;72709;72710;75025;75026;75027;75028;76099;76100;80145;80146;81504;81505;81506;81507	1278;37627;37900;42381;42428;42429;46558;58558;59101;66882;72710;75028;76099;80146;81504			-1
P26785	P26785	15	15	9	60S ribosomal protein L16-B	RPL16B	sp|P26785|RL16B_YEAST 60S ribosomal protein L16-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL16B PE=1 SV=3	1	15	15	9	55.6	55.6	38.4	22.249	198	198	0	105.23	0.86532	1.0962	37.308	30	0	Leave out requantified	41205000000	20553000000	20653000000				545	168;5076;6904;7706;7707;7739;7740;8458;10400;10960;12027;13280;14511;14703;14987	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	170;5123;6964;7773;7774;7808;7809;8534;10510;11075;12157;13426;14671;14866;15152	705;706;707;708;709;15534;15535;15536;15537;15538;15539;15540;15541;15542;15543;15544;20863;20864;20865;20866;23237;23238;23239;23342;23343;23344;25659;25660;31340;31341;31342;32716;32717;36126;36127;36128;36129;36130;40289;40290;44176;44177;44178;44179;44180;44840;44841;45832	1233;1234;1235;1236;1237;1238;1239;1240;1241;1242;1243;1244;1245;1246;1247;1248;1249;1250;28423;28424;28425;28426;28427;28428;28429;28430;28431;28432;28433;28434;28435;28436;28437;28438;37905;37906;37907;37908;37909;37910;37911;37912;42207;42208;42209;42427;42428;42429;46555;46556;46557;46558;46559;46560;56801;56802;56803;59101;59102;59103;59104;65221;65222;65223;65224;65225;65226;72708;72709;72710;80147;80148;80149;80150;80151;80152;80153;80154;80155;81504;81505;81506;81507;83236	1236;28431;37906;42207;42209;42428;42429;46558;56802;59101;65221;72710;80153;81504;83236			-1
P26786	P26786	20	20	11	40S ribosomal protein S7-A	RPS7A	sp|P26786|RS7A_YEAST 40S ribosomal protein S7-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS7A PE=1 SV=4	1	20	20	11	73.2	73.2	52.1	21.622	190	190	0	201.77	0.68124	0.90188	21.413	49	0	Leave out requantified	43821000000	24481000000	19340000000				546	195;595;1866;1867;2210;4793;5436;5437;5507;5533;6220;7264;10368;10778;11541;13079;13080;13081;14164;14165	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	197;605;1886;1887;2234;4839;5485;5486;5556;5582;6274;7325;10477;10892;11662;13222;13223;13224;14322;14323	803;804;2094;2095;2096;2097;6108;6109;6110;6111;6112;6113;7125;7126;14658;14659;16608;16609;16610;16611;16612;16613;16614;16615;16616;16617;16618;16619;16620;16805;16806;16862;16863;16864;16865;16866;16867;16868;19032;21845;21846;21847;31249;31250;31251;32309;32310;32311;34592;34593;34594;39698;39699;39700;39701;39702;39703;39704;39705;39706;39707;43213;43214;43215;43216;43217;43218;43219;43220	1424;1425;1426;1427;3928;3929;3930;3931;3932;3933;3934;3935;3936;3937;3938;3939;3940;3941;3942;3943;3944;3945;3946;3947;3948;3949;3950;3951;3952;11264;11265;11266;11267;11268;11269;11270;11271;11272;11273;11274;13104;13105;13106;13107;26827;26828;26829;26830;26831;26832;30398;30399;30400;30401;30402;30403;30404;30405;30406;30407;30408;30409;30410;30411;30412;30413;30414;30415;30416;30417;30418;30419;30420;30421;30422;30423;30424;30425;30426;30427;30428;30429;30430;30431;30432;30433;30434;30435;30436;30437;30438;30439;30440;30441;30442;30443;30444;30445;30446;30447;30770;30771;30772;30773;30872;30873;30874;30875;30876;30877;30878;30879;30880;34810;34811;39653;39654;39655;39656;39657;39658;39659;39660;39661;39662;39663;39664;39665;39666;56660;56661;56662;56663;56664;56665;56666;56667;58456;58457;58458;58459;58460;62418;62419;62420;71717;71718;71719;71720;71721;71722;71723;71724;71725;71726;71727;71728;71729;71730;71731;71732;78285;78286;78287;78288;78289;78290;78291;78292;78293;78294;78295;78296;78297;78298;78299;78300;78301;78302;78303;78304;78305;78306;78307;78308;78309;78310;78311;78312;78313;78314;78315	1424;3951;11269;11273;13106;26831;30401;30441;30772;30872;34811;39662;56666;58459;62418;71718;71720;71732;78289;78314			-1
P27472	P27472	2	2	2	Glycogen [starch] synthase isoform 2	GSY2	sp|P27472|GYS2_YEAST Glycogen [starch] synthase isoform 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GSY2 PE=1 SV=3	1	2	2	2	6.2	6.2	6.2	80.078	705	705	0	18.393	0.74941	1.1459	11.136	2	0	Median	10534000	5848400	4685100				547	3160;8946	True;True	3189;9030	9961;9962;9963;27217	18189;18190;18191;18192;49386	18190;49386			-1
P27476	P27476	21	21	21	Nuclear localization sequence-binding protein	NSR1	sp|P27476|NSR1_YEAST Nuclear localization sequence-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSR1 PE=1 SV=1	1	21	21	21	51.4	51.4	51.4	44.535	414	414	0	323.31	0.56301	0.82279	30.249	45	0	Leave out requantified	15913000000	10328000000	5585200000				548	605;2206;3041;3738;3772;4417;4541;5729;6222;6314;6778;6779;7152;8477;8478;9337;9967;10390;10798;11168;11169	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	615;2230;3070;3769;3803;4454;4582;5782;6276;6370;6837;6838;7213;8553;8554;9433;10074;10499;10912;11286;11287	2113;2114;2115;2116;7109;7110;7111;7112;7113;7114;9684;9685;11541;11542;11543;11544;11545;11546;11635;13633;13994;17427;17428;17429;17430;17431;19035;19036;19285;19286;20528;20529;20530;20531;20532;21555;21556;21557;21558;25717;25718;25719;25720;25721;25722;28372;28373;28374;28375;30196;31307;31308;31309;31310;32359;32360;33383;33384;33385;33386;33387	3978;3979;3980;3981;3982;3983;3984;3985;3986;3987;13061;13062;13063;13064;13065;13066;13067;13068;13069;13070;13071;13072;13073;13074;13075;13076;13077;13078;13079;17684;17685;17686;17687;17688;21115;21116;21117;21118;21119;21120;21121;21122;21123;21124;21125;21126;21295;21296;25060;25732;31887;31888;31889;31890;31891;31892;31893;31894;31895;34814;34815;35239;35240;37345;37346;37347;37348;37349;37350;37351;37352;39109;39110;39111;39112;46679;46680;46681;46682;46683;46684;46685;46686;46687;46688;46689;51506;51507;51508;51509;51510;51511;54783;56750;56751;56752;56753;56754;58547;58548;58549;60272;60273;60274;60275;60276;60277;60278	3982;13068;17688;21121;21295;25060;25732;31893;34814;35240;37345;37352;39112;46687;46688;51507;54783;56754;58548;60275;60278			-1
P27514	P27514	3	3	3	Low-affinity phosphate transporter PHO91	PHO91	sp|P27514|PHO91_YEAST Low-affinity phosphate transporter PHO91 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHO91 PE=1 SV=2	1	3	3	3	5.3	5.3	5.3	99.489	894	894	0	52.856	0.5919	0.82836	7.5614	2	0	Median	338070000	259930000	78137000				549	1120;1220;3109	True;True;True	1133;1234;3138	3688;3689;3690;4074;9842	6863;6864;6865;6866;6867;7609;7610;17956	6867;7609;17956			-1
P27614	P27614	7	7	7	Carboxypeptidase S	CPS1	sp|P27614|CBPS_YEAST Carboxypeptidase S OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPS1 PE=1 SV=2	1	7	7	7	18.8	18.8	18.8	64.596	576	576	0	31.535	0.74359	1.0556	31.678	8	0	Leave out requantified	539390000	290820000	248570000				550	1597;3340;3521;8615;9416;12857;15042	True;True;True;True;True;True;True	1613;3369;3551;8691;9513;12998;15207	5283;10398;10399;10920;10921;26146;26147;26148;28603;28604;38979;45957	9817;19007;19008;19954;19955;19956;19957;19958;19959;47460;47461;47462;47463;51924;51925;51926;51927;70434;70435;83459	9817;19007;19956;47460;51925;70435;83459			-1
P27616	P27616	7	7	7	Phosphoribosylaminoimidazole-succinocarboxamide synthase	ADE1	sp|P27616|PUR7_YEAST Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE1 PE=1 SV=2	1	7	7	7	24.5	24.5	24.5	34.603	306	306	0	17.763	0.6892	1.048	10.193	5	0	Leave out requantified	543990000	268870000	275120000				551	2651;7615;8324;9478;10929;12617;12772	True;True;True;True;True;True;True	2679;7682;8398;9575;11044;12754;12913	8440;8441;8442;22989;22990;25256;25257;28786;32645;38007;38008;38529;38530	15422;15423;15424;41770;41771;45822;45823;52242;58986;68660;68661;69669;69670;69671;69672;69673;69674;69675;69676	15424;41770;45822;52242;58986;68660;69673			-1
P27637	P27637	3	3	3	Bud site selection protein 14	BUD14	sp|P27637|BUD14_YEAST Bud site selection protein 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BUD14 PE=1 SV=4	1	3	3	3	4.5	4.5	4.5	78.981	709	709	0	66.355	0.85669	1.3582	1.2653	2	0	Median	176520000	132540000	43987000				552	5143;9126;11886	True;True;True	5190;9218;12016	15717;27786;35688;35689;35690;35691	28733;50386;64463;64464;64465;64466;64467	28733;50386;64463	131	1	-1
P27692	P27692	13	13	13	Transcription elongation factor SPT5	SPT5	sp|P27692|SPT5_YEAST Transcription elongation factor SPT5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPT5 PE=1 SV=1	1	13	13	13	17.6	17.6	17.6	115.65	1063	1063	0	56.145	0.59569	0.89693	17.72	7	0	Leave out requantified	1008700000	758660000	250000000				553	11;900;1858;2128;3234;7214;7837;7838;9554;10012;10405;11069;14515	True;True;True;True;True;True;True;True;True;True;True;True;True	11;911;1878;2150;3263;7275;7906;7907;9652;10119;10515;11185;14675	52;53;3010;3011;3012;3013;6091;6092;6890;10151;10152;21726;23591;23592;23593;23594;28980;30315;30316;31351;31352;33099;44189	98;99;100;101;5593;5594;5595;5596;11231;11232;12684;18517;18518;39437;42891;42892;42893;42894;52574;54998;54999;55000;55001;56814;56815;59759;59760;80169	98;5593;11232;12684;18517;39437;42892;42893;52574;54998;56815;59760;80169			-1
P27705	P27705	1	1	1	Regulatory protein MIG1	MIG1	sp|P27705|MIG1_YEAST Regulatory protein MIG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIG1 PE=1 SV=1	1	1	1	1	2.8	2.8	2.8	55.531	504	504	0.00052687	3.2339	NaN	NaN	NaN	0	0	Median	13472000	13472000	0				554	11166	True	11284	33381	60270	60270			-1
P27809	P27809	7	7	7	Glycolipid 2-alpha-mannosyltransferase	KRE2	sp|P27809|KRE2_YEAST Glycolipid 2-alpha-mannosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRE2 PE=1 SV=1	1	7	7	7	21.9	21.9	21.9	51.386	442	442	0	106.4	0.52197	0.72951	39.147	5	0	Leave out requantified	581850000	469980000	111870000				555	2857;3349;6371;6583;8742;14784;15158	True;True;True;True;True;True;True	2886;3378;6427;6640;8818;14947;15324	8999;9000;10429;10430;10431;10432;19445;19999;20000;20001;26543;26544;45111;45112;45113;46319	16437;16438;19055;19056;19057;19058;19059;35512;36485;36486;36487;36488;48155;48156;81988;81989;81990;81991;81992;84127	16438;19059;35512;36486;48156;81991;84127			-1
P27810	P27810	4	4	4	Alpha-1,2 mannosyltransferase KTR1	KTR1	sp|P27810|KTR1_YEAST Alpha-1,2 mannosyltransferase KTR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KTR1 PE=1 SV=1	1	4	4	4	10.7	10.7	10.7	46.022	393	393	0	5.5017	0.83197	1.1527	18.758	4	0	Leave out requantified	259610000	134990000	124620000				556	1083;11936;12307;15373	True;True;True;True	1096;12066;12437;15539	3586;35845;35846;36985;46921	6665;64750;64751;66786;85225	6665;64750;66786;85225			-1
P27929	P27929	3	3	3	37S ribosomal protein NAM9, mitochondrial	NAM9	sp|P27929|NAM9_YEAST 37S ribosomal protein NAM9, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAM9 PE=1 SV=2	1	3	3	3	11.3	11.3	11.3	56.355	486	486	0.00055279	4.1172	NaN	NaN	NaN	1	0	Median	160400000	81163000	79234000				557	1272;11899;15283	True;True;True	1286;12029;15449	4249;35732;46688	7903;64537;84767	7903;64537;84767			-1
P28000	P28000	5	5	5	DNA-directed RNA polymerases I and III subunit RPAC2	RPC19	sp|P28000|RPAC2_YEAST DNA-directed RNA polymerases I and III subunit RPAC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPC19 PE=1 SV=1	1	5	5	5	45.1	45.1	45.1	16.151	142	142	0	88.222	0.53148	0.7452	39.445	12	0	Leave out requantified	1628700000	1058700000	570020000				558	3990;5785;6806;9827;12533	True;True;True;True;True	4021;5838;6865;9929;12667	12205;12206;12207;12208;12209;17590;17591;17592;17593;17594;20610;20611;29803;29804;29805;37760;37761	22319;22320;22321;22322;22323;22324;22325;22326;32174;32175;32176;32177;32178;32179;32180;32181;32182;32183;32184;37479;37480;37481;54022;54023;54024;54025;54026;54027;54028;54029;68247;68248;68249;68250	22322;32175;37480;54029;68250			-1
P28007	P28007	7	7	7	H/ACA ribonucleoprotein complex subunit 1	GAR1	sp|P28007|GAR1_YEAST H/ACA ribonucleoprotein complex subunit GAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GAR1 PE=1 SV=1	1	7	7	7	43.4	43.4	43.4	21.48	205	205	0	50.956	0.56737	0.86207	17.61	10	0	Leave out requantified	1274100000	888490000	385600000				559	1315;2118;3568;5739;11304;13266;13692	True;True;True;True;True;True;True	1329;2140;3599;5792;11423;13411;13846	4371;6866;11076;11077;17454;17455;33766;40242;40243;40244;40245;41725;41726;41727	8139;12635;20262;20263;20264;31926;31927;31928;31929;31930;31931;60988;72619;72620;72621;72622;72623;72624;72625;72626;72627;75357;75358;75359;75360	8139;12635;20264;31926;60988;72620;75360			-1
P28241	P28241	14	14	14	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial	IDH2	sp|P28241|IDH2_YEAST Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDH2 PE=1 SV=1	1	14	14	14	62.6	62.6	62.6	39.739	369	369	0	142.89	0.61025	0.86765	36.304	20	0	Leave out requantified	3318900000	1982400000	1336400000				560	848;2450;2540;2840;4120;5103;5852;6995;9724;11777;12660;12704;14889;15401	True;True;True;True;True;True;True;True;True;True;True;True;True;True	859;2474;2564;2869;4153;5150;5905;7056;9824;11905;12798;12842;15053;15567	2858;2859;2860;7813;8132;8133;8134;8135;8961;8962;12594;12595;15614;15615;17797;17798;21168;21169;29455;35337;38108;38267;38268;38269;38270;45492;45493;45494;46983;46984;46985;46986;46987	5320;5321;5322;5323;5324;5325;5326;14260;14859;14860;14861;14862;14863;14864;14865;14866;14867;14868;14869;14870;14871;14872;16368;16369;23047;23048;23049;23050;28562;28563;28564;32557;32558;38438;38439;38440;53407;63779;68834;69147;69148;69149;69150;82670;82671;82672;82673;82674;85329;85330;85331;85332;85333;85334;85335;85336;85337;85338;85339;85340;85341	5325;14260;14860;16369;23047;28564;32557;38439;53407;63779;68834;69148;82673;85334			-1
P28272	P28272	9	9	9	Dihydroorotate dehydrogenase (fumarate)	URA1	sp|P28272|PYRD_YEAST Dihydroorotate dehydrogenase (fumarate) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA1 PE=1 SV=1	1	9	9	9	51.6	51.6	51.6	34.801	314	314	0	112.58	0.75279	1.0778	15.334	20	0	Leave out requantified	2341000000	1183200000	1157800000				561	1380;2409;3238;5493;5494;8161;9424;11357;15155	True;True;True;True;True;True;True;True;True	1394;2433;3267;5542;5543;8235;9521;11476;15320;15321	4532;4533;4534;4535;7688;10164;10165;16778;16779;16780;16781;16782;16783;16784;24799;24800;24801;24802;24803;24804;24805;28619;28620;28621;34013;46305;46306;46307;46308;46309;46310;46311;46312;46313;46314	8388;8389;8390;8391;8392;8393;8394;14021;18534;18535;18536;18537;18538;18539;18540;18541;18542;18543;18544;18545;18546;18547;18548;18549;30726;30727;30728;30729;30730;30731;30732;30733;30734;30735;30736;30737;30738;30739;30740;30741;30742;45037;45038;45039;45040;45041;45042;45043;45044;45045;45046;45047;45048;45049;45050;45051;45052;45053;45054;45055;45056;51945;51946;51947;61420;61421;84095;84096;84097;84098;84099;84100;84101;84102;84103;84104;84105;84106;84107;84108;84109;84110;84111;84112;84113;84114;84115;84116;84117;84118;84119;84120	8388;14021;18545;30737;30742;45043;51946;61421;84104	132	72	-1
P28273	P28273	2	2	2	5-oxoprolinase	OXP1	sp|P28273|OPLA_YEAST 5-oxoprolinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OXP1 PE=1 SV=2	1	2	2	2	2.7	2.7	2.7	140.43	1286	1286	0.0010188	2.8088	NaN	NaN	NaN	1	0	Median	59007000	39479000	19528000				562	1345;11322	True;True	1359;11441	4447;33807	8252;8253;61061	8253;61061			-1
